transaction_id,customer_id,amount,status,failure_reason,attempts,customer_type,transaction_date
TXN00886,CUST0886,499,failed,bank_declined,1,loyal,2026-07-17
TXN00887,CUST0887,14999,success,,1,loyal,2026-08-24
TXN00888,CUST0888,2999,success,,1,returning,2026-05-29
TXN00889,CUST0889,999,success,,1,returning,2026-06-20
TXN00890,CUST0890,1499,failed,card_expired,1,loyal,2026-08-24
TXN00891,CUST0891,1999,failed,card_expired,4,new,2026-07-25
TXN00892,CUST0892,1499,failed,bank_declined,2,loyal,2026-07-29
TXN00893,CUST0893,2999,success,,1,new,2026-06-06
TXN00894,CUST0894,999,success,,1,returning,2026-07-11
TXN00895,CUST0895,7999,success,,1,loyal,2026-06-01
TXN00896,CUST0896,999,success,,1,loyal,2026-07-25
TXN00897,CUST0897,9999,success,,1,loyal,2026-06-13
TXN00898,CUST0898,7999,success,,1,returning,2026-08-17
TXN00899,CUST0899,14999,success,,1,returning,2026-06-22
TXN00900,CUST0900,2999,success,,1,new,2026-08-02
TXN00901,CUST0901,999,success,,1,new,2026-07-09
TXN00902,CUST0902,999,success,,1,new,2026-07-30
TXN00903,CUST0903,2999,success,,1,loyal,2026-08-05
TXN00904,CUST0904,499,failed,card_expired,1,loyal,2026-06-29
TXN00905,CUST0905,1999,success,,1,loyal,2026-08-25
TXN00906,CUST0906,9999,success,,1,new,2026-08-05
TXN00907,CUST0907,14999,failed,card_expired,2,loyal,2026-06-11
TXN00908,CUST0908,9999,failed,network_error,3,returning,2026-06-29
TXN00909,CUST0909,9999,failed,card_expired,4,returning,2026-07-11
TXN00910,CUST0910,9999,success,,1,new,2026-08-21
TXN00911,CUST0911,999,success,,1,loyal,2026-06-14
TXN00912,CUST0912,14999,success,,1,returning,2026-08-09
TXN00913,CUST0913,14999,success,,1,new,2026-07-07
TXN00914,CUST0914,799,success,,1,new,2026-08-10
TXN00915,CUST0915,2999,success,,1,new,2026-07-28
TXN00916,CUST0916,4999,success,,1,loyal,2026-06-16
TXN00917,CUST0917,999,success,,1,loyal,2026-07-15
TXN00918,CUST0918,999,failed,insufficient_funds,3,returning,2026-07-06
TXN00919,CUST0919,999,failed,insufficient_funds,3,new,2026-07-07
TXN00920,CUST0920,499,failed,network_error,3,returning,2026-06-28
TXN00921,CUST0921,799,success,,1,returning,2026-06-05
TXN00922,CUST0922,1999,success,,1,loyal,2026-07-06
TXN00923,CUST0923,799,success,,1,new,2026-08-15
TXN00924,CUST0924,2999,failed,bank_declined,1,new,2026-07-16
TXN00925,CUST0925,14999,success,,1,new,2026-08-25
TXN00926,CUST0926,9999,success,,1,new,2026-07-27
TXN00927,CUST0927,7999,failed,insufficient_funds,2,returning,2026-08-09
TXN00928,CUST0928,4999,success,,1,returning,2026-06-22
TXN00929,CUST0929,14999,success,,1,returning,2026-07-18
TXN00930,CUST0930,7999,success,,1,returning,2026-06-14
TXN00931,CUST0931,7999,success,,1,new,2026-07-17
TXN00932,CUST0932,9999,success,,1,returning,2026-08-11
TXN00933,CUST0933,499,failed,card_expired,2,loyal,2026-07-28
TXN00934,CUST0934,799,success,,1,returning,2026-06-09
TXN00935,CUST0935,799,success,,1,loyal,2026-08-17
TXN00936,CUST0936,7999,success,,1,loyal,2026-08-03
TXN00937,CUST0937,1499,failed,bank_timeout,1,loyal,2026-06-28
TXN00938,CUST0938,2999,success,,1,loyal,2026-07-30
TXN00939,CUST0939,799,failed,network_error,2,returning,2026-08-05
TXN00940,CUST0940,2999,failed,bank_declined,1,loyal,2026-07-05
TXN00941,CUST0941,14999,success,,1,returning,2026-06-29
TXN00942,CUST0942,9999,success,,1,new,2026-07-06
TXN00943,CUST0943,799,success,,1,loyal,2026-06-30
TXN00944,CUST0944,999,success,,1,returning,2026-06-17
TXN00945,CUST0945,9999,success,,1,loyal,2026-08-05
TXN00946,CUST0946,4999,success,,1,loyal,2026-08-14
TXN00947,CUST0947,2999,success,,1,loyal,2026-07-25
TXN00948,CUST0948,1999,success,,1,new,2026-06-05
TXN00949,CUST0949,2999,success,,1,new,2026-07-31
TXN00950,CUST0950,1999,success,,1,returning,2026-08-03
TXN00951,CUST0951,999,success,,1,new,2026-06-05
TXN00952,CUST0952,2999,failed,bank_timeout,1,loyal,2026-06-22
TXN00953,CUST0953,14999,success,,1,new,2026-06-23
TXN00954,CUST0954,14999,success,,1,loyal,2026-07-07
TXN00955,CUST0955,999,failed,insufficient_funds,3,loyal,2026-06-14
TXN00956,CUST0956,4999,success,,1,loyal,2026-07-17
TXN00957,CUST0957,799,success,,1,new,2026-06-03
TXN00958,CUST0958,4999,success,,1,returning,2026-06-07
TXN00959,CUST0959,2999,failed,card_expired,3,returning,2026-08-15
TXN00960,CUST0960,799,success,,1,loyal,2026-07-30
TXN00961,CUST0961,1999,success,,1,new,2026-08-17
TXN00962,CUST0962,7999,success,,1,new,2026-07-17
TXN00963,CUST0963,499,success,,1,loyal,2026-07-04
TXN00964,CUST0964,1999,success,,1,new,2026-08-10
TXN00965,CUST0965,799,success,,1,loyal,2026-06-08
TXN00966,CUST0966,1999,success,,1,new,2026-08-16
TXN00967,CUST0967,499,success,,1,returning,2026-08-15
TXN00968,CUST0968,7999,success,,1,new,2026-07-01
TXN00969,CUST0969,2999,success,,1,loyal,2026-07-22
TXN00970,CUST0970,799,success,,1,returning,2026-06-13
TXN00971,CUST0971,4999,failed,bank_declined,2,new,2026-07-09
TXN00972,CUST0972,14999,success,,1,loyal,2026-07-02
TXN00973,CUST0973,7999,failed,insufficient_funds,4,returning,2026-06-22
TXN00974,CUST0974,999,success,,1,returning,2026-06-04
TXN00975,CUST0975,1499,success,,1,new,2026-05-28
TXN00976,CUST0976,499,success,,1,loyal,2026-08-23
TXN00977,CUST0977,799,failed,insufficient_funds,2,new,2026-06-11
TXN00978,CUST0978,4999,success,,1,new,2026-08-13
TXN00979,CUST0979,9999,success,,1,new,2026-05-30
TXN00980,CUST0980,999,success,,1,new,2026-06-17
TXN00981,CUST0981,1499,success,,1,new,2026-06-22
TXN00982,CUST0982,799,failed,network_error,1,returning,2026-07-28
TXN00983,CUST0983,1499,success,,1,loyal,2026-06-04
TXN00984,CUST0984,999,success,,1,new,2026-08-09
TXN00985,CUST0985,9999,success,,1,new,2026-06-15
TXN00986,CUST0986,999,success,,1,loyal,2026-05-29
TXN00987,CUST0987,4999,success,,1,new,2026-08-10
TXN00988,CUST0988,499,success,,1,new,2026-06-22
TXN00989,CUST0989,1999,success,,1,new,2026-06-24
TXN00990,CUST0990,499,success,,1,new,2026-06-04
TXN00991,CUST0991,14999,success,,1,new,2026-08-25
TXN00992,CUST0992,9999,success,,1,returning,2026-07-31
TXN00993,CUST0993,799,success,,1,loyal,2026-08-21
TXN00994,CUST0994,1999,success,,1,returning,2026-07-23
TXN00995,CUST0995,4999,success,,1,new,2026-08-02
TXN00996,CUST0996,999,success,,1,returning,2026-07-13
TXN00997,CUST0997,799,success,,1,loyal,2026-07-11
TXN00998,CUST0998,499,failed,bank_declined,3,loyal,2026-08-13
TXN00999,CUST0999,1999,success,,1,returning,2026-06-19
TXN01000,CUST1000,1499,success,,1,new,2026-06-01
